season,yr,mnth,hr,holiday,workingday,weathersit,temp,hum,windspeed,cnt,dayOfWeek,days
2,1,3,2,0,1,1,0.36,0.53,0.2985,7,Fri,448
2,1,3,3,0,1,1,0.34,0.61,0.1343,7,Fri,449
2,1,3,4,0,1,1,0.34,0.53,0.0896,2,Fri,449
2,1,3,5,0,1,1,0.32,0.61,0.0896,26,Fri,449
2,1,3,6,0,1,1,0.32,0.57,0.1343,86,Fri,449
2,1,3,7,0,1,1,0.32,0.57,0.1642,289,Fri,449
2,1,3,8,0,1,1,0.32,0.66,0.1642,593,Fri,449
2,1,3,9,0,1,1,0.34,0.57,0.1642,321,Fri,449
2,1,3,10,0,1,2,0.36,0.57,0.1045,187,Fri,449
2,1,3,11,0,1,2,0.36,0.53,0,201,Fri,449
2,1,3,12,0,1,2,0.38,0.54,0,270,Fri,449
2,1,3,13,0,1,3,0.4,0.5,0,242,Fri,449
2,1,3,14,0,1,3,0.4,0.54,0,229,Fri,449
2,1,3,15,0,1,3,0.42,0.54,0,280,Fri,449
2,1,3,16,0,1,3,0.4,0.62,0.2836,367,Fri,449
2,1,3,17,0,1,2,0.4,0.62,0.2239,606,Fri,449
2,1,3,18,0,1,1,0.42,0.54,0.194,560,Fri,449
2,1,3,19,0,1,1,0.4,0.62,0.2239,395,Fri,449
2,1,3,20,0,1,1,0.4,0.62,0.1642,209,Fri,449
2,1,3,21,0,1,1,0.38,0.66,0.1343,220,Fri,449
2,1,3,22,0,1,1,0.36,0.71,0.1642,153,Fri,449
2,1,3,23,0,1,1,0.36,0.71,0,123,Fri,449
2,1,3,0,0,0,1,0.38,0.82,0.194,92,Sat,449
2,1,3,1,0,0,2,0.4,0.76,0.194,82,Sat,449
2,1,3,2,0,0,2,0.42,0.77,0.2537,69,Sat,449
2,1,3,3,0,0,1,0.4,0.82,0.2537,31,Sat,450
2,1,3,4,0,0,1,0.42,0.77,0.4179,8,Sat,450
2,1,3,5,0,0,1,0.4,0.82,0.2239,5,Sat,450
2,1,3,6,0,0,2,0.36,0.87,0.1642,23,Sat,450
2,1,3,7,0,0,2,0.36,0.87,0.1642,44,Sat,450
2,1,3,8,0,0,2,0.36,0.87,0.194,145,Sat,450
2,1,3,9,0,0,2,0.4,0.76,0.194,223,Sat,450
2,1,3,10,0,0,2,0.4,0.76,0.1343,313,Sat,450
2,1,3,11,0,0,1,0.46,0.72,0.1343,463,Sat,450
2,1,3,12,0,0,1,0.48,0.67,0,621,Sat,450
2,1,3,13,0,0,1,0.54,0.6,0.1343,638,Sat,450
2,1,3,14,0,0,2,0.5,0.63,0.2537,551,Sat,450
2,1,3,15,0,0,2,0.52,0.59,0.2836,605,Sat,450
2,1,3,16,0,0,2,0.5,0.63,0.2985,535,Sat,450
2,1,3,17,0,0,1,0.48,0.67,0.4179,543,Sat,450
2,1,3,18,0,0,2,0.44,0.72,0.4627,341,Sat,450
2,1,3,19,0,0,1,0.42,0.71,0.4478,284,Sat,450
2,1,3,20,0,0,2,0.4,0.71,0.3284,208,Sat,450
2,1,3,21,0,0,2,0.4,0.71,0.3284,143,Sat,450
2,1,3,22,0,0,2,0.38,0.71,0.2537,156,Sat,450
2,1,3,23,0,0,2,0.36,0.76,0.2836,112,Sat,450
2,1,4,0,0,0,2,0.36,0.76,0.2537,67,Sun,450
2,1,4,1,0,0,2,0.36,0.76,0.1642,62,Sun,450
2,1,4,2,0,0,2,0.36,0.76,0.1642,81,Sun,450
2,1,4,3,0,0,2,0.34,0.81,0.1343,25,Sun,451
2,1,4,4,0,0,2,0.34,0.81,0.0896,12,Sun,451
2,1,4,5,0,0,2,0.34,0.81,0.0896,18,Sun,451
2,1,4,6,0,0,2,0.36,0.76,0.1343,97,Sun,451
2,1,4,7,0,0,2,0.36,0.71,0.1343,84,Sun,451
2,1,4,8,0,0,2,0.36,0.76,0.0896,125,Sun,451
2,1,4,9,0,0,2,0.36,0.81,0.1343,275,Sun,451
2,1,4,10,0,0,2,0.4,0.71,0.1045,360,Sun,451
2,1,4,11,0,0,2,0.4,0.71,0.194,451,Sun,451
2,1,4,12,0,0,2,0.42,0.67,0.2239,445,Sun,451
2,1,4,13,0,0,2,0.44,0.62,0.194,464,Sun,451
2,1,4,14,0,0,2,0.48,0.55,0.2239,561,Sun,451
2,1,4,15,0,0,1,0.5,0.55,0.2537,573,Sun,451
2,1,4,16,0,0,1,0.52,0.52,0.2537,511,Sun,451
2,1,4,17,0,0,1,0.52,0.55,0.2836,555,Sun,451
2,1,4,18,0,0,1,0.52,0.52,0.2985,432,Sun,451
2,1,4,19,0,0,1,0.52,0.55,0.2239,346,Sun,451
2,1,4,20,0,0,2,0.5,0.59,0.2239,232,Sun,451
2,1,4,21,0,0,2,0.5,0.59,0.1642,134,Sun,451
2,1,4,22,0,0,3,0.5,0.63,0.1045,68,Sun,451
2,1,4,23,0,0,3,0.46,0.72,0,63,Sun,451
2,1,4,0,0,1,3,0.44,0.82,0.1045,17,Mon,451
2,1,4,1,0,1,3,0.42,0.88,0.0896,5,Mon,451
2,1,4,2,0,1,3,0.44,0.94,0.1343,5,Mon,451
2,1,4,4,0,1,1,0.4,0.76,0.4925,4,Mon,452
2,1,4,5,0,1,1,0.4,0.76,0.4925,24,Mon,452
2,1,4,6,0,1,1,0.36,0.71,0.4627,110,Mon,452
2,1,4,7,0,1,1,0.34,0.66,0.3881,306,Mon,452
2,1,4,8,0,1,1,0.36,0.57,0.3284,589,Mon,452
2,1,4,9,0,1,1,0.38,0.54,0.3582,317,Mon,452
2,1,4,10,0,1,1,0.4,0.5,0.5224,204,Mon,452
2,1,4,11,0,1,1,0.42,0.47,0.4478,209,Mon,452
2,1,4,12,0,1,1,0.44,0.44,0.4478,281,Mon,452
2,1,4,13,0,1,1,0.46,0.36,0.2985,281,Mon,452
2,1,4,14,0,1,1,0.46,0.31,0.4179,268,Mon,452
2,1,4,15,0,1,1,0.48,0.33,0.4179,324,Mon,452
2,1,4,16,0,1,1,0.5,0.34,0.3284,395,Mon,452
2,1,4,17,0,1,1,0.5,0.29,0.2836,729,Mon,452
2,1,4,18,0,1,1,0.5,0.27,0.2537,618,Mon,452
2,1,4,19,0,1,1,0.5,0.27,0.2537,494,Mon,452
2,1,4,20,0,1,1,0.46,0.31,0.1642,329,Mon,452
2,1,4,21,0,1,1,0.46,0.28,0.1343,238,Mon,452
2,1,4,22,0,1,1,0.42,0.44,0.194,123,Mon,452
2,1,4,23,0,1,1,0.44,0.35,0.1642,66,Mon,452
2,1,4,0,0,1,1,0.4,0.43,0.1343,33,Tue,452
2,1,4,1,0,1,1,0.38,0.46,0.2239,11,Tue,452
2,1,4,2,0,1,1,0.36,0.53,0.1642,5,Tue,452
2,1,4,3,0,1,1,0.38,0.46,0,3,Tue,452
2,1,4,4,0,1,1,0.32,0.66,0.0896,1,Tue,453
2,1,4,5,0,1,1,0.32,0.66,0.0896,27,Tue,453
2,1,4,6,0,1,1,0.3,0.61,0.0896,100,Tue,453
2,1,4,7,0,1,1,0.32,0.66,0.0896,341,Tue,453
2,1,4,8,0,1,1,0.34,0.57,0,604,Tue,453
2,1,4,9,0,1,1,0.42,0.38,0.0896,408,Tue,453
2,1,4,10,0,1,1,0.44,0.33,0,219,Tue,453
2,1,4,11,0,1,1,0.48,0.23,0,258,Tue,453
2,1,4,12,0,1,1,0.52,0.25,0,331,Tue,453
2,1,4,13,0,1,1,0.56,0.19,0.2537,345,Tue,453
2,1,4,14,0,1,1,0.56,0.21,0.2239,311,Tue,453
2,1,4,15,0,1,1,0.6,0.2,0.194,316,Tue,453
2,1,4,16,0,1,1,0.62,0.21,0.1642,485,Tue,453
2,1,4,17,0,1,1,0.62,0.17,0.194,757,Tue,453
2,1,4,18,0,1,1,0.6,0.26,0.1642,800,Tue,453
2,1,4,19,0,1,1,0.56,0.26,0.1045,558,Tue,453
2,1,4,20,0,1,1,0.56,0.24,0.1343,379,Tue,453
2,1,4,21,0,1,1,0.54,0.45,0,243,Tue,453
2,1,4,22,0,1,1,0.5,0.51,0,158,Tue,453
2,1,4,23,0,1,1,0.5,0.59,0,79,Tue,453
2,1,4,0,0,1,1,0.48,0.48,0,41,Wed,453
2,1,4,1,0,1,1,0.46,0.59,0,11,Wed,453
2,1,4,2,0,1,1,0.46,0.51,0,5,Wed,453
2,1,4,3,0,1,1,0.44,0.58,0.0896,3,Wed,453
2,1,4,4,0,1,1,0.42,0.67,0.0896,1,Wed,454
2,1,4,5,0,1,1,0.42,0.67,0.0896,27,Wed,454
2,1,4,6,0,1,2,0.42,0.58,0,126,Wed,454
2,1,4,7,0,1,2,0.44,0.62,0,366,Wed,454
2,1,4,8,0,1,2,0.44,0.72,0.1045,684,Wed,454
2,1,4,9,0,1,2,0.48,0.55,0.1343,363,Wed,454
2,1,4,10,0,1,2,0.54,0.45,0.1343,167,Wed,454
2,1,4,11,0,1,2,0.6,0.43,0.3582,213,Wed,454
2,1,4,12,0,1,2,0.6,0.46,0.4179,283,Wed,454
2,1,4,13,0,1,2,0.6,0.46,0.2537,251,Wed,454
2,1,4,14,0,1,2,0.62,0.46,0.194,258,Wed,454
2,1,4,15,0,1,2,0.64,0.44,0.2836,268,Wed,454
2,1,4,16,0,1,2,0.64,0.44,0.2836,390,Wed,454
2,1,4,17,0,1,1,0.66,0.41,0.2985,744,Wed,454
2,1,4,18,0,1,1,0.66,0.41,0.2537,759,Wed,454
2,1,4,19,0,1,1,0.66,0.39,0.2239,494,Wed,454
2,1,4,20,0,1,1,0.64,0.27,0.2239,372,Wed,454
2,1,4,21,0,1,1,0.6,0.23,0.3284,298,Wed,454
2,1,4,22,0,1,1,0.56,0.22,0.1642,181,Wed,454
2,1,4,23,0,1,1,0.52,0.23,0.4179,131,Wed,454
2,1,4,0,0,1,1,0.52,0.23,0.4179,45,Thr,454
2,1,4,1,0,1,1,0.48,0.27,0.3284,13,Thr,454
2,1,4,2,0,1,1,0.46,0.33,0.4478,18,Thr,454
2,1,4,3,0,1,1,0.42,0.41,0.2985,5,Thr,454
2,1,4,4,0,1,1,0.38,0.43,0.2836,1,Thr,455
2,1,4,5,0,1,1,0.38,0.43,0.2836,29,Thr,455
2,1,4,6,0,1,1,0.36,0.46,0.3284,126,Thr,455
2,1,4,7,0,1,1,0.34,0.49,0.194,354,Thr,455
2,1,4,8,0,1,1,0.36,0.46,0.2239,638,Thr,455
2,1,4,9,0,1,1,0.4,0.37,0.2537,351,Thr,455
2,1,4,10,0,1,1,0.42,0.35,0.2836,246,Thr,455
2,1,4,11,0,1,2,0.42,0.38,0.2239,268,Thr,455
2,1,4,12,0,1,1,0.44,0.33,0,276,Thr,455
2,1,4,13,0,1,1,0.46,0.31,0,291,Thr,455
2,1,4,14,0,1,1,0.46,0.33,0.1642,287,Thr,455
2,1,4,15,0,1,1,0.5,0.31,0.1045,269,Thr,455
2,1,4,16,0,1,1,0.5,0.31,0.194,402,Thr,455
2,1,4,17,0,1,1,0.5,0.31,0.1642,822,Thr,455
2,1,4,18,0,1,1,0.5,0.31,0.1045,698,Thr,455
2,1,4,19,0,1,1,0.48,0.31,0.2537,487,Thr,455
2,1,4,20,0,1,1,0.44,0.41,0.194,312,Thr,455
2,1,4,21,0,1,1,0.42,0.47,0.194,234,Thr,455
2,1,4,22,0,1,1,0.4,0.47,0.194,149,Thr,455
2,1,4,23,0,1,1,0.4,0.5,0.1343,136,Thr,455
2,1,4,0,0,1,1,0.4,0.43,0,61,Fri,455
2,1,4,1,0,1,1,0.36,0.62,0.1343,38,Fri,455
2,1,4,2,0,1,1,0.36,0.5,0.3881,11,Fri,455
2,1,4,3,0,1,1,0.34,0.53,0.3284,8,Fri,455
2,1,4,4,0,1,1,0.34,0.49,0.2537,5,Fri,456
2,1,4,5,0,1,1,0.32,0.53,0.3284,23,Fri,456
2,1,4,6,0,1,1,0.3,0.49,0.3881,80,Fri,456
2,1,4,7,0,1,1,0.3,0.49,0.2836,246,Fri,456
2,1,4,8,0,1,1,0.3,0.49,0.3284,508,Fri,456
2,1,4,9,0,1,1,0.34,0.42,0.3284,376,Fri,456
2,1,4,10,0,1,1,0.36,0.4,0.3284,238,Fri,456
2,1,4,11,0,1,1,0.4,0.37,0.2985,291,Fri,456
2,1,4,12,0,1,1,0.42,0.35,0.2985,337,Fri,456
2,1,4,13,0,1,1,0.44,0.33,0.3284,411,Fri,456
2,1,4,14,0,1,1,0.48,0.29,0.3881,490,Fri,456
2,1,4,15,0,1,1,0.5,0.27,0.2836,537,Fri,456
2,1,4,16,0,1,1,0.5,0.22,0.4179,536,Fri,456
2,1,4,17,0,1,1,0.52,0.23,0.4179,655,Fri,456
2,1,4,18,0,1,1,0.5,0.22,0.4627,484,Fri,456
2,1,4,19,0,1,1,0.48,0.23,0.2985,412,Fri,456
2,1,4,20,0,1,1,0.46,0.24,0.2836,252,Fri,456
2,1,4,21,0,1,1,0.44,0.26,0.1343,190,Fri,456
2,1,4,22,0,1,1,0.4,0.35,0.2239,158,Fri,456
2,1,4,23,0,1,1,0.42,0.3,0.2836,113,Fri,456
2,1,4,0,0,0,1,0.42,0.26,0.2985,94,Sat,456
2,1,4,1,0,0,1,0.4,0.28,0.2537,69,Sat,456
2,1,4,2,0,0,1,0.36,0.29,0.3582,36,Sat,456
2,1,4,3,0,0,1,0.36,0.32,0.2537,28,Sat,456
2,1,4,4,0,0,1,0.32,0.36,0.1642,7,Sat,457
2,1,4,5,0,0,1,0.32,0.33,0.1642,2,Sat,457
2,1,4,6,0,0,1,0.32,0.36,0.194,19,Sat,457
2,1,4,7,0,0,1,0.32,0.33,0.2836,54,Sat,457
2,1,4,8,0,0,1,0.34,0.34,0.2537,123,Sat,457
2,1,4,9,0,0,1,0.4,0.3,0.2537,276,Sat,457
2,1,4,10,0,0,1,0.42,0.28,0.2537,363,Sat,457
2,1,4,11,0,0,1,0.44,0.24,0.2985,495,Sat,457
2,1,4,12,0,0,1,0.46,0.23,0.3881,590,Sat,457
2,1,4,13,0,0,1,0.5,0.22,0.194,643,Sat,457
2,1,4,14,0,0,1,0.5,0.22,0.2985,578,Sat,457
2,1,4,15,0,0,1,0.52,0.19,0.4179,626,Sat,457
2,1,4,16,0,0,1,0.54,0.19,0.3881,615,Sat,457
2,1,4,17,0,0,1,0.54,0.19,0.4179,567,Sat,457
2,1,4,18,0,0,1,0.54,0.18,0.2985,517,Sat,457
2,1,4,19,0,0,1,0.54,0.16,0.3284,413,Sat,457
2,1,4,20,0,0,1,0.5,0.2,0.2239,208,Sat,457
2,1,4,21,0,0,1,0.5,0.2,0.194,234,Sat,457
2,1,4,22,0,0,1,0.48,0.2,0.194,182,Sat,457
2,1,4,23,0,0,1,0.46,0.23,0.2239,118,Sat,457
2,1,4,0,0,0,1,0.44,0.24,0.2239,85,Sun,457
2,1,4,1,0,0,1,0.44,0.24,0.2239,64,Sun,457
2,1,4,2,0,0,1,0.44,0.24,0.2239,32,Sun,457
2,1,4,3,0,0,1,0.42,0.26,0.1343,26,Sun,457
2,1,4,4,0,0,1,0.4,0.4,0,7,Sun,458
2,1,4,5,0,0,1,0.38,0.46,0,12,Sun,458
2,1,4,6,0,0,1,0.36,0.37,0,28,Sun,458
2,1,4,7,0,0,1,0.38,0.27,0.1642,37,Sun,458
2,1,4,8,0,0,1,0.4,0.3,0.194,84,Sun,458
2,1,4,9,0,0,1,0.44,0.26,0.2239,179,Sun,458
2,1,4,10,0,0,1,0.5,0.25,0.2239,299,Sun,458
2,1,4,11,0,0,1,0.5,0.25,0.2836,404,Sun,458
2,1,4,12,0,0,1,0.54,0.24,0.2537,457,Sun,458
2,1,4,13,0,0,1,0.58,0.23,0.1642,483,Sun,458
2,1,4,14,0,0,1,0.6,0.18,0.4478,503,Sun,458
2,1,4,15,0,0,1,0.62,0.17,0.3582,486,Sun,458
2,1,4,16,0,0,1,0.64,0.19,0.3284,476,Sun,458
2,1,4,17,0,0,1,0.62,0.22,0.2985,411,Sun,458
2,1,4,18,0,0,1,0.62,0.25,0.3284,310,Sun,458
2,1,4,19,0,0,1,0.6,0.23,0.3881,276,Sun,458
2,1,4,20,0,0,1,0.56,0.28,0.4179,211,Sun,458
2,1,4,21,0,0,1,0.52,0.34,0.2239,130,Sun,458
2,1,4,22,0,0,1,0.5,0.36,0.2239,118,Sun,458
2,1,4,23,0,0,1,0.5,0.39,0.2537,51,Sun,458
2,1,4,0,0,1,1,0.48,0.39,0.2836,37,Mon,458
2,1,4,1,0,1,1,0.46,0.41,0.1343,16,Mon,458
2,1,4,2,0,1,1,0.46,0.31,0.194,6,Mon,458
2,1,4,3,0,1,1,0.44,0.3,0.1642,3,Mon,458
2,1,4,4,0,1,1,0.44,0.24,0.194,5,Mon,459
2,1,4,5,0,1,1,0.44,0.24,0.194,32,Mon,459
2,1,4,6,0,1,1,0.42,0.26,0.2239,111,Mon,459
2,1,4,7,0,1,1,0.42,0.28,0.194,331,Mon,459
2,1,4,8,0,1,1,0.44,0.3,0.194,617,Mon,459
2,1,4,9,0,1,1,0.46,0.31,0.3582,286,Mon,459
2,1,4,10,0,1,1,0.5,0.27,0.4925,178,Mon,459
2,1,4,11,0,1,1,0.52,0.27,0.4179,223,Mon,459
2,1,4,12,0,1,1,0.54,0.28,0.7164,280,Mon,459
2,1,4,13,0,1,1,0.54,0.28,0.5821,281,Mon,459
2,1,4,14,0,1,1,0.56,0.28,0.5522,218,Mon,459
2,1,4,15,0,1,1,0.58,0.28,0.5522,255,Mon,459
2,1,4,16,0,1,1,0.56,0.3,0.4179,391,Mon,459
2,1,4,17,0,1,1,0.54,0.32,0.4179,632,Mon,459
2,1,4,18,0,1,1,0.54,0.34,0.2985,646,Mon,459
2,1,4,19,0,1,1,0.52,0.34,0.3582,421,Mon,459
2,1,4,20,0,1,1,0.5,0.36,0.4478,276,Mon,459
2,1,4,21,0,1,3,0.48,0.41,0.4179,165,Mon,459
2,1,4,22,0,1,2,0.46,0.41,0.4925,108,Mon,459
2,1,4,23,0,1,1,0.44,0.44,0.2985,67,Mon,459
2,1,4,0,0,1,2,0.44,0.47,0.2836,26,Tue,459
2,1,4,1,0,1,1,0.42,0.5,0.2239,9,Tue,459
2,1,4,2,0,1,1,0.36,0.71,0.1343,2,Tue,459
2,1,4,3,0,1,1,0.36,0.71,0.1343,2,Tue,459
2,1,4,4,0,1,1,0.34,0.71,0.1343,2,Tue,460
2,1,4,5,0,1,1,0.34,0.71,0.1343,24,Tue,460
2,1,4,6,0,1,1,0.34,0.71,0.1045,103,Tue,460
2,1,4,7,0,1,1,0.34,0.71,0.1045,384,Tue,460
2,1,4,8,0,1,1,0.38,0.62,0.1343,692,Tue,460
2,1,4,9,0,1,1,0.42,0.67,0.194,319,Tue,460
2,1,4,10,0,1,1,0.46,0.47,0.1642,181,Tue,460
2,1,4,11,0,1,1,0.5,0.36,0,239,Tue,460
2,1,4,12,0,1,1,0.54,0.22,0.2836,259,Tue,460
2,1,4,13,0,1,1,0.52,0.23,0.1642,283,Tue,460
2,1,4,14,0,1,1,0.54,0.24,0.194,224,Tue,460
2,1,4,15,0,1,1,0.56,0.21,0.2985,203,Tue,460
2,1,4,16,0,1,1,0.58,0.21,0.2537,362,Tue,460
2,1,4,17,0,1,1,0.56,0.21,0.5224,744,Tue,460
2,1,4,18,0,1,1,0.54,0.22,0.4179,704,Tue,460
2,1,4,19,0,1,1,0.52,0.2,0.3582,479,Tue,460
2,1,4,20,0,1,1,0.46,0.28,0.3881,282,Tue,460
2,1,4,21,0,1,1,0.44,0.3,0.4478,206,Tue,460
2,1,4,22,0,1,1,0.4,0.37,0.4925,127,Tue,460
2,1,4,23,0,1,1,0.36,0.4,0.4179,62,Tue,460
2,1,4,0,0,1,1,0.34,0.36,0.4179,30,Wed,460
2,1,4,1,0,1,1,0.34,0.39,0.2836,12,Wed,460
2,1,4,2,0,1,1,0.32,0.45,0.2836,2,Wed,460
2,1,4,3,0,1,1,0.3,0.49,0.2239,2,Wed,460
2,1,4,5,0,1,1,0.28,0.56,0.194,27,Wed,461
2,1,4,6,0,1,1,0.28,0.56,0.1045,106,Wed,461
2,1,4,7,0,1,1,0.28,0.52,0.1343,321,Wed,461
2,1,4,8,0,1,1,0.3,0.49,0.2239,595,Wed,461
2,1,4,9,0,1,2,0.32,0.49,0.2985,302,Wed,461
2,1,4,10,0,1,2,0.34,0.49,0.3284,153,Wed,461
2,1,4,11,0,1,2,0.38,0.43,0.3284,180,Wed,461
2,1,4,12,0,1,2,0.36,0.46,0.3881,182,Wed,461
2,1,4,13,0,1,2,0.4,0.4,0.3582,163,Wed,461
2,1,4,14,0,1,1,0.36,0.57,0.194,135,Wed,461
2,1,4,15,0,1,3,0.38,0.46,0.2239,202,Wed,461
2,1,4,16,0,1,1,0.44,0.33,0.2985,307,Wed,461
2,1,4,17,0,1,1,0.42,0.35,0.3881,579,Wed,461
2,1,4,18,0,1,3,0.4,0.43,0.4179,585,Wed,461
2,1,4,19,0,1,1,0.4,0.4,0.3582,384,Wed,461
2,1,4,20,0,1,1,0.36,0.46,0.3284,235,Wed,461
2,1,4,21,0,1,1,0.34,0.57,0.3881,165,Wed,461
2,1,4,22,0,1,1,0.34,0.57,0.3284,134,Wed,461
2,1,4,23,0,1,1,0.34,0.57,0.2985,61,Wed,461
2,1,4,0,0,1,1,0.32,0.66,0.2836,23,Thr,461
2,1,4,1,0,1,1,0.32,0.66,0.2239,9,Thr,461
2,1,4,2,0,1,1,0.32,0.61,0.2836,4,Thr,461
2,1,4,3,0,1,1,0.32,0.61,0.2537,5,Thr,461
2,1,4,4,0,1,1,0.3,0.61,0.2239,1,Thr,461
2,1,4,5,0,1,1,0.3,0.61,0.2239,21,Thr,462
2,1,4,6,0,1,1,0.3,0.65,0.2537,96,Thr,462
2,1,4,7,0,1,1,0.3,0.65,0.3284,306,Thr,462
2,1,4,8,0,1,1,0.32,0.66,0.3284,624,Thr,462
2,1,4,9,0,1,1,0.36,0.57,0.3582,287,Thr,462
2,1,4,10,0,1,1,0.4,0.5,0.2985,141,Thr,462
2,1,4,11,0,1,1,0.42,0.47,0.2985,224,Thr,462
2,1,4,12,0,1,1,0.46,0.41,0.4478,259,Thr,462
2,1,4,13,0,1,1,0.48,0.36,0.4478,203,Thr,462
2,1,4,14,0,1,1,0.5,0.31,0.3284,224,Thr,462
2,1,4,15,0,1,1,0.48,0.31,0.2537,211,Thr,462
2,1,4,16,0,1,1,0.48,0.31,0.2836,353,Thr,462
2,1,4,17,0,1,1,0.5,0.27,0.3881,656,Thr,462
2,1,4,18,0,1,1,0.5,0.27,0.3881,610,Thr,462
2,1,4,19,0,1,1,0.46,0.31,0.2985,433,Thr,462
2,1,4,20,0,1,1,0.44,0.33,0.2537,280,Thr,462
2,1,4,21,0,1,1,0.42,0.35,0.1343,187,Thr,462
2,1,4,22,0,1,1,0.42,0.35,0.194,158,Thr,462
2,1,4,23,0,1,1,0.42,0.35,0.194,94,Thr,462
2,1,4,0,0,1,1,0.4,0.37,0.2537,55,Fri,462
2,1,4,1,0,1,1,0.36,0.46,0.194,30,Fri,462
2,1,4,2,0,1,1,0.34,0.49,0.194,11,Fri,462
2,1,4,3,0,1,1,0.34,0.61,0.1642,11,Fri,462
2,1,4,4,0,1,2,0.34,0.53,0.1343,5,Fri,462
2,1,4,5,0,1,2,0.34,0.53,0.1642,21,Fri,463
2,1,4,6,0,1,1,0.32,0.57,0.1642,84,Fri,463
2,1,4,7,0,1,1,0.34,0.61,0.2239,296,Fri,463
2,1,4,8,0,1,1,0.38,0.46,0.1642,563,Fri,463
2,1,4,9,0,1,1,0.42,0.41,0.1642,330,Fri,463
2,1,4,10,0,1,1,0.44,0.38,0.194,192,Fri,463
2,1,4,11,0,1,1,0.46,0.36,0.1343,233,Fri,463
2,1,4,12,0,1,1,0.5,0.31,0,322,Fri,463
2,1,4,13,0,1,1,0.52,0.27,0.2836,358,Fri,463
2,1,4,14,0,1,1,0.52,0.27,0,348,Fri,463
2,1,4,15,0,1,1,0.54,0.28,0.2537,352,Fri,463
2,1,4,16,0,1,1,0.56,0.26,0.2537,463,Fri,463
2,1,4,17,0,1,1,0.56,0.24,0.1642,738,Fri,463
2,1,4,18,0,1,1,0.54,0.26,0.1343,671,Fri,463
2,1,4,19,0,1,1,0.54,0.24,0.1642,427,Fri,463
2,1,4,20,0,1,1,0.5,0.29,0.1343,286,Fri,463
2,1,4,21,0,1,1,0.5,0.36,0,189,Fri,463
2,1,4,22,0,1,1,0.44,0.62,0.1045,215,Fri,463
2,1,4,23,0,1,1,0.42,0.62,0.0896,198,Fri,463
2,1,4,0,0,0,1,0.4,0.58,0.1343,96,Sat,463
2,1,4,1,0,0,1,0.4,0.58,0.1343,70,Sat,463
2,1,4,2,0,0,1,0.38,0.66,0.1343,56,Sat,463
2,1,4,3,0,0,1,0.36,0.66,0.0896,32,Sat,463
2,1,4,4,0,0,1,0.36,0.71,0.1045,14,Sat,463
2,1,4,5,0,0,1,0.36,0.66,0.1045,7,Sat,464
2,1,4,6,0,0,1,0.34,0.76,0.1642,21,Sat,464
2,1,4,7,0,0,1,0.36,0.71,0.1045,64,Sat,464
2,1,4,8,0,0,1,0.36,0.71,0.1343,160,Sat,464
2,1,4,9,0,0,1,0.42,0.54,0.1343,265,Sat,464
2,1,4,10,0,0,1,0.46,0.51,0.1642,406,Sat,464
2,1,4,11,0,0,1,0.52,0.45,0.194,564,Sat,464
2,1,4,12,0,0,1,0.58,0.35,0.2537,678,Sat,464
2,1,4,13,0,0,1,0.62,0.33,0.2985,678,Sat,464
2,1,4,14,0,0,2,0.64,0.27,0.4478,660,Sat,464
2,1,4,15,0,0,2,0.64,0.27,0.3582,658,Sat,464
2,1,4,16,0,0,2,0.64,0.27,0.3582,582,Sat,464
2,1,4,17,0,0,2,0.62,0.33,0.2537,560,Sat,464
2,1,4,18,0,0,2,0.62,0.35,0.2239,481,Sat,464
2,1,4,19,0,0,2,0.6,0.4,0.1642,459,Sat,464
2,1,4,20,0,0,2,0.56,0.46,0.1343,321,Sat,464
2,1,4,21,0,0,2,0.56,0.43,0.1343,220,Sat,464
2,1,4,22,0,0,2,0.54,0.52,0.1642,212,Sat,464
2,1,4,23,0,0,2,0.54,0.56,0.194,196,Sat,464
2,1,4,0,0,0,2,0.54,0.56,0.194,124,Sun,464
2,1,4,1,0,0,2,0.54,0.56,0.1642,106,Sun,464
2,1,4,2,0,0,2,0.54,0.56,0.1045,74,Sun,464
2,1,4,3,0,0,2,0.52,0.59,0.1343,45,Sun,464
2,1,4,4,0,0,2,0.54,0.52,0,12,Sun,464
2,1,4,5,0,0,1,0.5,0.68,0.1642,10,Sun,465
2,1,4,6,0,0,1,0.5,0.63,0.1343,16,Sun,465
2,1,4,7,0,0,1,0.5,0.63,0.1045,46,Sun,465
2,1,4,8,0,0,1,0.52,0.59,0,97,Sun,465
2,1,4,9,0,0,1,0.54,0.56,0.2239,251,Sun,465
2,1,4,10,0,0,1,0.58,0.53,0.2239,421,Sun,465
2,1,4,11,0,0,1,0.62,0.46,0.2985,528,Sun,465
2,1,4,12,0,0,1,0.64,0.44,0.2836,635,Sun,465
2,1,4,13,0,0,1,0.66,0.44,0.2836,681,Sun,465
2,1,4,14,0,0,1,0.7,0.39,0.2836,628,Sun,465
2,1,4,15,0,0,1,0.7,0.39,0.3881,617,Sun,465
2,1,4,16,0,0,1,0.72,0.39,0.3582,616,Sun,465
2,1,4,17,0,0,1,0.7,0.42,0.3284,623,Sun,465
2,1,4,18,0,0,1,0.7,0.42,0.2537,479,Sun,465
2,1,4,19,0,0,1,0.7,0.42,0.2537,379,Sun,465
2,1,4,20,0,0,1,0.64,0.5,0.2239,291,Sun,465
2,1,4,21,0,0,1,0.62,0.57,0.2537,229,Sun,465
