age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country
21,Private,10,Never-married,Machine-op-inspct,Own-child,White,Female,70,United-States
58,Local-gov,2,Widowed,Handlers-cleaners,Unmarried,Black,Male,40,United-States
30,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States
37,Private,9,Separated,Craft-repair,Unmarried,White,Male,70,Philippines
22,State-gov,13,Never-married,Tech-support,Own-child,White,Female,40,United-States
64,State-gov,5,Never-married,Adm-clerical,Not-in-family,White,Female,38,United-States
42,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States
43,State-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
34,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States
25,Private,9,Never-married,Other-service,Own-child,White,Female,6,United-States
21,Private,10,Never-married,Adm-clerical,Own-child,White,Male,40,United-States
45,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
55,Self-emp-not-inc,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States
24,Private,9,Never-married,Craft-repair,Own-child,White,Male,50,United-States
70,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States
27,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Male,35,United-States
34,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
57,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
37,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
52,Private,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States
42,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
24,Private,13,Never-married,Machine-op-inspct,Own-child,Black,Female,40,United-States
50,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States
36,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States
42,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
40,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,38,United-States
39,Federal-gov,13,Never-married,Adm-clerical,Not-in-family,White,Male,45,United-States
51,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,""
38,State-gov,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,52,United-States
18,Private,9,Never-married,Other-service,Own-child,White,Male,40,United-States
63,Self-emp-not-inc,3,Never-married,Sales,Not-in-family,White,Female,3,United-States
50,Private,14,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
82,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Cuba
33,Private,9,Divorced,Handlers-cleaners,Own-child,White,Male,45,United-States
37,Private,10,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,40,United-States
24,Private,9,Married-spouse-absent,Transport-moving,Own-child,White,Male,40,Peru
31,Private,13,Never-married,Exec-managerial,Unmarried,White,Female,50,United-States
59,Private,9,Divorced,Machine-op-inspct,Own-child,White,Female,40,United-States
18,Private,8,Never-married,Farming-fishing,Own-child,White,Male,55,United-States
47,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
48,Private,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States
27,Private,13,Never-married,Prof-specialty,Unmarried,Other,Female,33,United-States
34,Private,7,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,40,Philippines
50,Private,11,Married-civ-spouse,Protective-serv,Husband,White,Male,84,United-States
57,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,75,United-States
60,Private,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States
39,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
56,"",10,Divorced,"",Unmarried,White,Female,50,United-States
18,Private,9,Never-married,Sales,Own-child,White,Female,25,United-States
26,Private,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,75,United-States
37,Private,10,Married-civ-spouse,Sales,Wife,White,Female,40,United-States
20,Private,9,Never-married,Sales,Own-child,White,Female,30,United-States
29,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States
30,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,52,United-States
21,Private,10,Never-married,Other-service,Own-child,White,Male,15,United-States
24,Local-gov,10,Never-married,Protective-serv,Own-child,White,Female,40,United-States
51,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
31,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States
45,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
36,Local-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
29,Private,13,Never-married,Prof-specialty,Own-child,White,Female,72,United-States
20,Private,9,Never-married,Sales,Not-in-family,White,Female,35,United-States
46,Private,10,Widowed,Adm-clerical,Not-in-family,White,Female,60,United-States
44,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States
39,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,38,United-States
39,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,55,United-States
45,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,44,United-States
28,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States
44,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States
48,Local-gov,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,38,United-States
27,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,70,United-States
34,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
28,Federal-gov,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States
25,Private,15,Never-married,Prof-specialty,Not-in-family,White,Female,30,United-States
21,Private,10,Never-married,Sales,Own-child,Black,Female,20,United-States
18,Private,7,Never-married,Other-service,Own-child,White,Male,15,United-States
63,Self-emp-not-inc,4,Widowed,Farming-fishing,Unmarried,White,Female,10,United-States
18,Private,7,Never-married,Sales,Own-child,Black,Female,8,United-States
32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
25,"",7,Never-married,"",Unmarried,White,Female,40,United-States
19,Private,7,Never-married,Transport-moving,Own-child,White,Male,20,United-States
23,Private,10,Never-married,Transport-moving,Not-in-family,White,Male,60,United-States
38,Private,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,""
36,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States
43,Private,9,Divorced,Other-service,Not-in-family,Black,Female,35,United-States
45,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,England
30,Private,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,40,Mexico
46,Private,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States
24,Federal-gov,10,Divorced,Adm-clerical,Unmarried,Black,Female,25,United-States
42,Private,10,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States
23,Private,10,Never-married,Sales,Own-child,White,Female,40,United-States
27,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,50,United-States
48,Private,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States
31,Self-emp-inc,9,Never-married,Craft-repair,Not-in-family,White,Male,44,United-States
31,Private,2,Never-married,Other-service,Other-relative,White,Female,25,El-Salvador
18,Private,8,Never-married,Sales,Own-child,White,Female,25,United-States
36,Private,9,Never-married,Sales,Not-in-family,White,Female,40,United-States
58,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
51,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States
22,Private,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States
72,Private,6,Married-civ-spouse,Sales,Husband,White,Male,15,United-States
61,Private,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,55,United-States
42,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
37,Federal-gov,9,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,40,""
30,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
40,Private,12,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States
20,Private,9,Never-married,Adm-clerical,Own-child,White,Male,40,United-States
65,Private,13,Married-civ-spouse,Sales,Husband,White,Male,15,United-States
36,Private,10,Divorced,Sales,Unmarried,White,Female,40,United-States
37,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States
33,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,Male,60,United-States
64,Local-gov,9,Widowed,Other-service,Unmarried,White,Female,40,United-States
61,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,20,United-States
38,Private,13,Never-married,Sales,Unmarried,White,Female,45,United-States
27,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
24,Private,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,40,Philippines
39,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States
44,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
47,Private,10,Divorced,Adm-clerical,Other-relative,White,Female,40,United-States
73,"",15,Married-civ-spouse,"",Husband,White,Male,40,United-States
66,Private,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,Philippines
53,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States
43,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States
57,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
44,Private,12,Divorced,Machine-op-inspct,Own-child,White,Female,45,United-States
59,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
52,Self-emp-not-inc,9,Widowed,Other-service,Other-relative,Black,Female,40,United-States
46,Private,10,Never-married,Craft-repair,Own-child,White,Male,40,United-States
20,Private,10,Never-married,Other-service,Own-child,White,Female,40,United-States
37,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
41,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
39,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States
30,Private,9,Married-civ-spouse,Sales,Husband,White,Male,55,United-States
59,Private,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,56,United-States
22,Private,13,Never-married,Adm-clerical,Own-child,White,Female,40,United-States
40,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,30,United-States
39,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
24,Private,6,Divorced,Handlers-cleaners,Unmarried,White,Female,58,United-States
63,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
51,Private,12,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States
34,Self-emp-inc,13,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States
38,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
17,Private,7,Never-married,Sales,Own-child,White,Female,15,United-States
20,Private,10,Never-married,Adm-clerical,Own-child,White,Female,25,United-States
42,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
41,Private,13,Married-civ-spouse,Sales,Wife,White,Female,12,United-States
56,Local-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
17,Private,6,Never-married,Sales,Own-child,White,Male,5,United-States
31,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,43,United-States
23,Private,10,Married-civ-spouse,Sales,Wife,White,Female,40,United-States
33,"",10,Never-married,"",Own-child,White,Male,40,United-States
36,Local-gov,13,Separated,Prof-specialty,Not-in-family,White,Male,40,United-States
37,Private,3,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,40,""
52,Private,9,Separated,Craft-repair,Own-child,Black,Female,40,United-States
28,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
59,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,""
30,Private,6,Never-married,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,40,Vietnam
32,Private,11,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States
30,Private,4,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States
53,Private,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States
54,Self-emp-not-inc,6,Married-civ-spouse,Craft-repair,Husband,White,Male,36,United-States
26,Private,13,Never-married,Exec-managerial,Not-in-family,Black,Male,50,""
34,Private,13,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,40,""
31,Private,11,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Female,40,United-States
34,Private,9,Never-married,Adm-clerical,Own-child,White,Male,40,United-States
58,Private,9,Divorced,Tech-support,Not-in-family,White,Male,39,United-States
30,State-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States
53,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Puerto-Rico
27,Private,10,Divorced,Adm-clerical,Own-child,White,Female,20,United-States
23,Private,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Mexico
24,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States
36,Private,13,Married-civ-spouse,Sales,Husband,White,Male,35,United-States
33,Federal-gov,9,Divorced,Adm-clerical,Unmarried,Black,Female,35,United-States
22,State-gov,10,Never-married,Tech-support,Own-child,White,Female,10,United-States
47,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States
34,Private,12,Married-civ-spouse,Sales,Husband,Black,Male,50,United-States
44,Federal-gov,15,Divorced,Prof-specialty,Unmarried,White,Male,40,United-States
41,Private,11,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States
45,"",9,Separated,"",Not-in-family,Asian-Pac-Islander,Male,4,United-States
24,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,44,Mexico
65,"",13,Married-civ-spouse,"",Husband,White,Male,40,United-States
45,Private,13,Divorced,Prof-specialty,Unmarried,White,Female,50,United-States
23,Private,13,Never-married,Sales,Not-in-family,White,Male,55,United-States
54,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
40,Private,7,Never-married,Machine-op-inspct,Not-in-family,White,Female,37,Dominican-Republic
45,Private,3,Divorced,Priv-house-serv,Unmarried,White,Female,35,Mexico
50,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
40,Private,12,Never-married,Other-service,Other-relative,White,Male,25,United-States
24,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States
42,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
50,Private,10,Married-civ-spouse,Sales,Husband,White,Male,60,United-States
58,Self-emp-not-inc,10,Divorced,Craft-repair,Unmarried,White,Male,40,United-States
47,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,46,United-States
37,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,99,France
37,Self-emp-not-inc,9,Never-married,Craft-repair,Own-child,White,Male,35,United-States
22,Private,12,Never-married,Transport-moving,Not-in-family,White,Male,45,United-States
29,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,48,United-States
45,Private,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,India
49,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States
44,Local-gov,11,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
72,Private,9,Divorced,Other-service,Not-in-family,White,Female,16,United-States
63,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Husband,White,Male,12,United-States
26,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
58,Self-emp-not-inc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,42,United-States
40,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States
56,Private,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
55,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,72,United-States
28,Private,13,Never-married,Sales,Other-relative,White,Female,45,United-States
57,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States
37,Private,14,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States
44,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States
31,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
42,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Germany
18,Private,10,Never-married,Other-service,Own-child,White,Female,25,United-States
57,Self-emp-not-inc,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
53,Local-gov,10,Married-civ-spouse,Other-service,Husband,White,Male,35,United-States
38,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,United-States
33,Private,9,Divorced,Sales,Not-in-family,White,Female,50,United-States
42,Private,14,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States
70,"",9,Married-civ-spouse,"",Husband,White,Male,60,United-States
50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States
50,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
28,Private,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Nicaragua
72,Federal-gov,7,Divorced,Adm-clerical,Not-in-family,White,Female,8,Canada
33,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
47,Private,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,25,Philippines
48,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
64,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,24,United-States
19,Private,7,Never-married,Priv-house-serv,Not-in-family,White,Female,35,United-States
48,Private,11,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States
37,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States
55,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States
24,Private,14,Never-married,Priv-house-serv,Not-in-family,White,Female,45,""
42,Federal-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States
43,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,50,Canada
34,Private,12,Never-married,Craft-repair,Own-child,Black,Female,40,United-States
55,Self-emp-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States
22,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States
39,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,60,United-States
50,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States
47,Local-gov,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
25,Private,13,Never-married,Sales,Own-child,White,Female,20,United-States
52,Private,7,Divorced,Other-service,Unmarried,White,Female,20,United-States
30,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
37,Self-emp-not-inc,9,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States
73,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,20,United-States
50,Private,4,Divorced,Craft-repair,Not-in-family,White,Male,60,United-States
34,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States
24,Private,12,Never-married,Sales,Not-in-family,Black,Male,40,""
66,Private,10,Married-civ-spouse,Sales,Husband,White,Male,24,United-States
22,Private,9,Never-married,Sales,Own-child,White,Male,55,United-States
69,Local-gov,6,Married-civ-spouse,Transport-moving,Husband,White,Male,25,United-States
23,Private,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States
55,Private,13,Widowed,Machine-op-inspct,Unmarried,White,Female,40,""
35,Private,10,Widowed,Adm-clerical,Unmarried,White,Female,30,United-States
20,Private,10,Never-married,Adm-clerical,Own-child,White,Female,35,United-States
70,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,United-States
54,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States
34,Private,9,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,40,Japan
38,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States
33,Private,4,Divorced,Handlers-cleaners,Own-child,White,Male,40,United-States
43,Private,9,Separated,Other-service,Not-in-family,White,Female,26,United-States
60,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
81,Self-emp-not-inc,13,Widowed,Prof-specialty,Not-in-family,White,Female,3,Hungary
32,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States
34,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States
46,Self-emp-not-inc,14,Never-married,Exec-managerial,Not-in-family,White,Male,25,United-States
30,State-gov,10,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,84,United-States
23,"",9,Never-married,"",Other-relative,Asian-Pac-Islander,Female,20,South
29,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States
51,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States
31,Private,4,Never-married,Handlers-cleaners,Other-relative,White,Male,25,United-States
36,Federal-gov,9,Never-married,Adm-clerical,Own-child,Black,Female,36,United-States
23,Private,10,Never-married,Handlers-cleaners,Own-child,Black,Male,22,United-States
35,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,30,United-States
28,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States
33,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
40,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States
27,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States
38,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
47,Private,11,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States
25,Private,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,56,United-States
45,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
38,Private,10,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States
66,"",10,Married-civ-spouse,"",Husband,White,Male,40,United-States
65,Local-gov,10,Never-married,Prof-specialty,Not-in-family,Black,Female,40,United-States
30,Private,11,Never-married,Craft-repair,Own-child,White,Male,40,United-States
54,Private,7,Married-civ-spouse,Other-service,Wife,White,Female,43,United-States
49,Private,8,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States
41,Self-emp-not-inc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,15,United-States
48,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
23,Private,3,Never-married,Priv-house-serv,Unmarried,White,Female,12,Mexico
77,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,25,Cuba
19,Private,10,Never-married,Other-service,Own-child,White,Female,20,United-States
30,Private,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,30,United-States
41,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States
35,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,Iran
20,Private,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States
66,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
49,Private,9,Never-married,Craft-repair,Unmarried,White,Female,40,Puerto-Rico
52,Private,13,Married-civ-spouse,Sales,Husband,White,Male,45,United-States
24,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,United-States
50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,15,United-States
22,Private,7,Never-married,Transport-moving,Not-in-family,White,Male,65,United-States
19,Private,10,Never-married,Other-service,Own-child,White,Male,20,United-States
39,Private,7,Never-married,Prof-specialty,Unmarried,White,Female,30,Puerto-Rico
45,Private,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,38,""
61,Local-gov,13,Divorced,Other-service,Not-in-family,White,Male,30,United-States
45,Private,12,Divorced,Transport-moving,Not-in-family,White,Male,55,United-States
36,Local-gov,13,Married-civ-spouse,Prof-specialty,Own-child,White,Male,40,United-States
40,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States
38,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
52,Local-gov,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States
29,Federal-gov,11,Married-civ-spouse,Tech-support,Husband,White,Male,42,United-States
33,Private,9,Never-married,Farming-fishing,Not-in-family,White,Male,40,United-States
40,Self-emp-not-inc,10,Never-married,Craft-repair,Own-child,White,Male,40,United-States
34,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,55,United-States
46,Local-gov,13,Divorced,Protective-serv,Not-in-family,Black,Male,50,United-States
44,Private,14,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States
19,Private,9,Never-married,Other-service,Own-child,White,Female,13,United-States
44,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States
40,Private,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,40,United-States
20,Private,10,Never-married,Prof-specialty,Own-child,White,Female,2,United-States
24,Private,12,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States
76,Private,9,Widowed,Other-service,Not-in-family,White,Male,17,United-States
20,Private,9,Married-civ-spouse,Tech-support,Other-relative,White,Male,40,United-States
33,Private,15,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States
31,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States
33,Private,9,Divorced,Other-service,Unmarried,White,Female,40,United-States
19,Private,9,Never-married,Craft-repair,Own-child,White,Male,35,United-States
29,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States
30,Private,9,Married-civ-spouse,Sales,Husband,White,Male,45,United-States
48,Private,14,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States
42,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
37,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
54,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States
42,Private,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,42,United-States
28,Self-emp-not-inc,9,Never-married,Other-service,Not-in-family,White,Female,28,United-States
42,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,52,United-States
60,State-gov,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States
76,"",9,Widowed,"",Not-in-family,White,Female,25,United-States
21,Private,11,Never-married,Other-service,Own-child,White,Female,40,United-States
29,Private,10,Never-married,Farming-fishing,Own-child,White,Male,40,United-States
43,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
44,Private,9,Divorced,Sales,Own-child,White,Male,38,United-States
45,Private,13,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States
38,Private,10,Never-married,Sales,Unmarried,Black,Female,40,United-States
28,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States
29,Private,9,Never-married,Sales,Own-child,White,Female,40,United-States
20,Private,10,Never-married,Other-service,Own-child,White,Male,40,United-States
49,Self-emp-inc,14,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
